pr_id,repo,author_type,agent,language,change_type,commits,additions,deletions,files_changed,description_length,lexical_similarity,semantic_similarity,review_time_hours,nn_layers_modified,test_coverage_delta,net_lines
850,xgboost-fraud-pipeline,Human,Human,Python,feature_engineering,8,421,465,9,69,0.1831,0.333,54.43,2,-0.82,-44
851,credit-card-fraud-ml,AI,GitHub Copilot,Python,data_pipeline,3,59,51,1,141,0.5814,0.8606,9.91,3,-0.36,8
852,credit-card-fraud-ml,Human,Human,Python,refactor,9,18,452,11,80,0.1054,0.3892,17.82,0,-0.6,-434
853,autoencoder-fraud,AI,Devin,R,bug_fix,2,19,24,3,161,0.7202,0.707,21.55,7,0.14,-5
854,antifraud-ensemble,Human,Human,YAML,feature_engineering,4,23,32,6,87,0.3372,0.3462,31.36,2,-3.5,-9
855,antifraud-ensemble,AI,Devin,Python,data_pipeline,4,210,20,5,144,0.8143,0.9268,21.61,4,1.91,190
856,transaction-anomaly-detection,AI,Devin,Jupyter Notebook,model_architecture,3,13,87,1,125,0.9465,0.9488,11.91,1,2.22,-74
857,fraud-detector-nn,AI,GitHub Copilot,YAML,model_architecture,2,246,9,1,132,0.5166,0.7717,7.28,5,-1.04,237
858,deepfraud-pytorch,AI,Claude Code,Python,hyperparameter_tuning,4,70,8,3,135,0.7628,0.7521,16.9,2,5.3,62
859,transaction-anomaly-detection,Human,Human,Python,test_suite,8,97,97,6,73,0.6511,0.6156,8.58,4,8.74,0
860,deepfraud-pytorch,AI,GitHub Copilot,SQL,feature_engineering,1,144,27,6,125,0.6546,0.6195,11.3,2,-1.55,117
861,deepfraud-pytorch,Human,Human,Python,hyperparameter_tuning,5,488,180,11,70,0.5262,0.729,200.0,0,0.44,308
862,fraud-detector-nn,AI,Claude Code,Python,data_pipeline,3,61,20,4,134,0.5651,0.8205,20.76,0,-0.9,41
863,deepfraud-pytorch,AI,Claude Code,Python,data_pipeline,3,63,99,5,124,0.6402,0.9383,12.62,4,1.69,-36
864,deepfraud-pytorch,AI,OpenAI Codex,Python,bug_fix,1,154,18,1,123,0.6478,0.4241,2.18,5,3.04,136
865,xgboost-fraud-pipeline,AI,OpenAI Codex,Python,bug_fix,5,20,4,5,149,0.6239,0.7183,3.38,6,0.09,16
866,antifraud-ensemble,Human,Human,Python,data_pipeline,8,116,8,5,72,0.7626,0.2878,37.42,1,-1.61,108
867,antifraud-ensemble,AI,GitHub Copilot,Jupyter Notebook,test_suite,2,37,196,2,125,0.8927,0.8552,16.25,4,-1.71,-159
868,antifraud-ensemble,AI,Devin,SQL,data_pipeline,2,81,107,7,131,0.632,0.5153,17.7,5,5.99,-26
869,fraud-detector-nn,Human,Human,Python,model_architecture,12,2229,1003,8,74,0.9027,0.6702,33.98,3,4.13,1226
870,antifraud-ensemble,Human,Human,Python,data_pipeline,3,420,295,4,73,0.0983,0.6129,44.37,0,6.49,125
871,transaction-anomaly-detection,AI,OpenAI Codex,R,hyperparameter_tuning,1,492,34,2,141,0.8435,0.7371,33.54,2,1.23,458
872,autoencoder-fraud,AI,Devin,Python,feature_engineering,1,103,90,2,130,0.7459,0.4134,2.12,1,-1.17,13
873,transaction-anomaly-detection,Human,Human,R,bug_fix,3,95,38,7,77,0.2216,0.3325,33.39,3,-0.47,57
874,transaction-anomaly-detection,AI,OpenAI Codex,Python,model_architecture,1,201,10,3,120,0.5952,0.3531,13.58,0,5.5,191
875,fraud-detector-nn,AI,GitHub Copilot,Python,hyperparameter_tuning,2,46,94,1,124,0.4111,0.6408,13.54,3,7.27,-48
876,autoencoder-fraud,AI,GitHub Copilot,Jupyter Notebook,data_pipeline,2,78,6,1,127,0.8748,0.5761,8.47,3,2.35,72
877,credit-card-fraud-ml,Human,Human,Python,documentation,2,307,17,7,66,0.5875,0.5786,75.87,0,-1.89,290
878,credit-card-fraud-ml,Human,Human,Python,test_suite,8,846,2,6,93,0.2544,0.356,21.9,1,-4.99,844
879,transaction-anomaly-detection,AI,GitHub Copilot,Python,bug_fix,5,107,57,5,150,0.6261,0.572,23.0,1,3.04,50
880,credit-card-fraud-ml,AI,Devin,Python,feature_engineering,1,192,30,1,162,0.6794,0.6764,13.63,3,1.42,162
881,deepfraud-pytorch,AI,Devin,Python,bug_fix,1,465,23,5,156,0.7902,0.8072,15.0,5,4.27,442
882,fraud-detector-nn,Human,Human,Python,test_suite,3,967,31,7,89,0.2646,0.8737,34.54,2,5.49,936
883,transaction-anomaly-detection,AI,GitHub Copilot,Python,feature_engineering,1,280,10,5,143,0.5182,0.8213,8.34,5,-5.12,270
884,xgboost-fraud-pipeline,AI,GitHub Copilot,Python,model_architecture,3,239,23,5,129,0.6633,0.6345,17.22,2,4.44,216
885,transaction-anomaly-detection,Human,Human,Jupyter Notebook,feature_engineering,2,190,83,6,81,0.2874,0.6833,8.22,0,6.12,107
886,autoencoder-fraud,AI,GitHub Copilot,Python,model_architecture,1,259,20,4,141,0.8847,0.7785,3.37,4,6.51,239
887,transaction-anomaly-detection,Human,Human,Python,bug_fix,4,122,49,7,67,0.5779,0.1877,2.88,0,0.26,73
888,deepfraud-pytorch,AI,Devin,Python,feature_engineering,3,200,54,2,138,0.402,0.7542,13.82,4,9.93,146
889,xgboost-fraud-pipeline,AI,GitHub Copilot,Python,model_architecture,2,587,42,4,159,0.9887,0.7735,8.31,3,0.59,545
890,antifraud-ensemble,AI,Devin,Python,model_architecture,1,191,23,5,128,0.8291,0.7013,12.25,0,-3.54,168
891,transaction-anomaly-detection,Human,Human,Python,data_pipeline,6,1540,180,9,80,0.3948,0.4361,15.49,2,12.25,1360
892,xgboost-fraud-pipeline,Human,Human,YAML,feature_engineering,10,2161,299,8,83,0.1892,0.0533,26.65,2,-3.36,1862
893,credit-card-fraud-ml,Human,Human,Shell,data_pipeline,6,402,1589,3,69,0.3736,0.7149,4.21,2,6.33,-1187
894,antifraud-ensemble,AI,OpenAI Codex,Python,model_architecture,1,70,23,1,131,0.7812,0.5875,3.95,2,-0.18,47
895,deepfraud-pytorch,Human,Human,YAML,model_architecture,2,12,27,12,65,0.4478,0.2279,22.83,1,5.35,-15
896,autoencoder-fraud,AI,Devin,Python,data_pipeline,1,32,49,2,135,0.859,0.7061,9.62,1,-2.05,-17
897,transaction-anomaly-detection,AI,Devin,Python,bug_fix,2,20,7,2,141,0.595,0.8284,3.79,1,-10.26,13
898,antifraud-ensemble,Human,Human,Python,hyperparameter_tuning,8,1492,194,9,83,0.7074,0.4853,34.57,0,7.54,1298
899,transaction-anomaly-detection,AI,GitHub Copilot,R,hyperparameter_tuning,1,42,54,2,137,0.675,0.8669,11.61,0,-2.44,-12
900,transaction-anomaly-detection,AI,GitHub Copilot,Python,data_pipeline,5,52,113,5,146,0.7115,0.8232,8.13,3,-1.17,-61
901,autoencoder-fraud,AI,Devin,Python,bug_fix,3,67,255,4,134,0.8501,0.8478,13.17,5,4.24,-188
902,autoencoder-fraud,AI,GitHub Copilot,Python,model_architecture,3,111,27,6,150,0.8555,0.4129,2.8,1,1.2,84
903,deepfraud-pytorch,AI,Devin,Python,test_suite,4,43,48,6,148,0.6373,0.8617,4.9,5,1.49,-5
904,credit-card-fraud-ml,Human,Human,Jupyter Notebook,data_pipeline,4,138,43,13,69,0.2789,0.4158,14.8,1,4.44,95
905,deepfraud-pytorch,AI,OpenAI Codex,Python,model_architecture,2,57,11,1,125,0.8241,0.7798,23.29,1,-0.95,46
906,deepfraud-pytorch,Human,Human,Python,test_suite,10,33,13,4,57,0.3429,0.2126,28.4,2,-1.75,20
907,credit-card-fraud-ml,Human,Human,Shell,hyperparameter_tuning,4,230,0,6,73,0.6495,0.6741,200.0,2,3.89,230
908,antifraud-ensemble,AI,OpenAI Codex,Python,documentation,5,1075,90,5,124,0.7767,0.7659,9.03,2,5.46,985
909,deepfraud-pytorch,AI,Devin,SQL,data_pipeline,3,98,56,2,131,0.7115,0.9253,6.11,0,2.28,42
910,transaction-anomaly-detection,AI,OpenAI Codex,R,test_suite,3,335,29,5,126,0.8081,0.9097,13.3,5,-1.43,306
911,deepfraud-pytorch,Human,Human,YAML,documentation,3,1079,218,7,68,0.7617,0.3541,131.19,2,-1.05,861
912,credit-card-fraud-ml,AI,Devin,Python,feature_engineering,1,37,447,3,107,0.3462,0.7328,14.02,3,2.15,-410
913,antifraud-ensemble,Human,Human,Python,bug_fix,11,1674,14,4,69,0.6418,0.4084,200.0,2,-1.64,1660
914,credit-card-fraud-ml,AI,OpenAI Codex,Python,feature_engineering,5,809,2,2,127,0.7544,0.8204,3.9,3,3.63,807
915,transaction-anomaly-detection,Human,Human,Jupyter Notebook,data_pipeline,2,237,64,2,77,0.4986,0.3807,53.18,1,-3.73,173
916,antifraud-ensemble,AI,OpenAI Codex,Python,hyperparameter_tuning,3,25,75,2,133,0.5891,0.919,2.4,3,-2.9,-50
917,deepfraud-pytorch,AI,Devin,Python,model_architecture,1,236,6,3,128,0.429,0.4333,8.86,5,4.02,230
918,antifraud-ensemble,Human,Human,Python,data_pipeline,2,183,14,3,71,0.6968,0.4617,8.41,4,2.03,169
919,autoencoder-fraud,Human,Human,Jupyter Notebook,hyperparameter_tuning,7,782,168,4,88,0.5325,0.3659,44.56,4,5.81,614
920,deepfraud-pytorch,AI,GitHub Copilot,Python,model_architecture,1,31,37,4,133,0.7437,0.8143,8.45,6,-1.63,-6
921,deepfraud-pytorch,Human,Human,Python,bug_fix,10,573,19,5,86,0.2001,0.4405,34.38,0,4.14,554
922,fraud-detector-nn,AI,Claude Code,Python,hyperparameter_tuning,2,184,10,2,144,0.5976,0.9086,8.79,3,0.25,174
923,deepfraud-pytorch,Human,Human,Python,hyperparameter_tuning,5,1148,465,6,76,0.3169,0.4875,66.24,3,0.83,683
924,deepfraud-pytorch,Human,Human,R,test_suite,4,53,72,3,77,0.6545,0.517,2.17,1,-8.42,-19
925,deepfraud-pytorch,AI,OpenAI Codex,SQL,refactor,1,21,14,2,143,0.5837,0.7548,12.16,2,3.99,7
926,fraud-detector-nn,AI,GitHub Copilot,Python,model_architecture,1,1,35,6,118,0.452,0.7083,6.77,2,-0.69,-34
927,antifraud-ensemble,AI,Devin,Python,feature_engineering,3,22,27,4,149,0.6379,0.7237,27.61,3,-3.29,-5
928,fraud-detector-nn,AI,Claude Code,SQL,data_pipeline,1,40,8,1,124,0.8464,0.7229,40.31,1,0.85,32
929,xgboost-fraud-pipeline,Human,Human,Jupyter Notebook,data_pipeline,9,87,32,2,70,0.3121,0.2993,22.6,0,3.69,55
930,credit-card-fraud-ml,AI,Devin,Python,data_pipeline,1,45,33,3,133,0.7734,0.7622,12.67,5,4.41,12
931,deepfraud-pytorch,AI,GitHub Copilot,Jupyter Notebook,hyperparameter_tuning,1,1142,74,3,116,0.7082,0.5706,7.4,6,6.75,1068
932,fraud-detector-nn,Human,Human,Python,data_pipeline,6,224,126,8,75,0.7075,0.2879,38.12,1,0.42,98
933,autoencoder-fraud,Human,Human,Python,feature_engineering,7,126,72,4,72,0.2675,0.4769,75.29,3,-2.92,54
934,xgboost-fraud-pipeline,AI,Claude Code,Jupyter Notebook,documentation,2,120,37,1,131,0.5537,0.9843,11.53,4,2.09,83
935,autoencoder-fraud,AI,GitHub Copilot,Python,hyperparameter_tuning,6,91,3,3,138,0.938,0.8068,16.79,2,1.13,88
936,fraud-detector-nn,AI,Devin,Shell,refactor,1,20,60,3,119,0.9293,0.8979,8.56,0,-3.92,-40
937,xgboost-fraud-pipeline,AI,GitHub Copilot,Python,test_suite,2,81,76,2,152,0.962,0.6172,45.87,2,1.37,5
938,antifraud-ensemble,Human,Human,Shell,refactor,6,191,4,7,93,0.6333,0.5026,40.17,0,3.36,187
939,antifraud-ensemble,AI,GitHub Copilot,Python,documentation,3,176,19,2,135,0.7797,0.623,24.33,2,-0.68,157
940,autoencoder-fraud,Human,Human,Python,feature_engineering,3,21,61,5,94,0.2892,0.2706,104.35,0,-0.21,-40
941,xgboost-fraud-pipeline,AI,Devin,Jupyter Notebook,bug_fix,4,119,19,3,125,0.5342,0.7231,9.93,0,12.25,100
942,antifraud-ensemble,Human,Human,Jupyter Notebook,feature_engineering,4,44,54,6,80,0.3688,0.6659,26.71,1,5.04,-10
943,transaction-anomaly-detection,Human,Human,Python,data_pipeline,10,30,90,6,83,0.5178,0.2872,8.03,1,1.87,-60
944,antifraud-ensemble,Human,Human,SQL,test_suite,4,173,122,6,67,0.5152,0.2843,18.9,2,4.46,51
945,xgboost-fraud-pipeline,AI,Devin,YAML,refactor,3,51,20,1,118,0.468,0.8455,12.29,4,-0.09,31
946,deepfraud-pytorch,AI,GitHub Copilot,Python,data_pipeline,1,57,10,3,138,0.6247,0.7286,16.49,2,-3.96,47
947,autoencoder-fraud,AI,GitHub Copilot,Python,data_pipeline,6,122,22,7,126,0.5251,0.6916,9.87,4,-0.01,100
948,fraud-detector-nn,Human,Human,YAML,refactor,7,433,42,4,79,0.2228,0.4886,14.34,2,5.52,391
949,credit-card-fraud-ml,Human,Human,SQL,refactor,3,163,110,6,72,0.8658,0.2668,200.0,2,5.85,53
950,credit-card-fraud-ml,Human,Human,YAML,feature_engineering,1,346,86,8,82,0.368,0.5422,65.21,0,7.06,260
951,autoencoder-fraud,Human,Human,Python,feature_engineering,4,19,24,7,99,0.3885,0.2664,84.68,3,-2.67,-5
952,autoencoder-fraud,Human,Human,YAML,feature_engineering,2,718,28,4,75,0.3604,0.6605,24.13,3,0.71,690
953,credit-card-fraud-ml,AI,GitHub Copilot,Jupyter Notebook,hyperparameter_tuning,2,25,8,1,133,0.7318,0.9001,8.96,5,3.85,17
954,autoencoder-fraud,Human,Human,Python,feature_engineering,6,2343,236,8,73,0.6867,0.2231,17.27,2,3.77,2107
955,autoencoder-fraud,AI,OpenAI Codex,R,model_architecture,6,240,67,4,134,0.5591,0.8986,10.99,1,-0.78,173
956,deepfraud-pytorch,AI,OpenAI Codex,Jupyter Notebook,model_architecture,2,655,17,2,137,0.5531,0.2003,5.47,4,3.96,638
957,fraud-detector-nn,AI,Claude Code,SQL,model_architecture,4,408,89,2,149,0.6668,0.8239,7.41,2,0.35,319
958,transaction-anomaly-detection,AI,GitHub Copilot,YAML,feature_engineering,1,55,25,1,151,0.6958,0.7306,14.58,4,1.57,30
959,xgboost-fraud-pipeline,AI,GitHub Copilot,Python,test_suite,4,182,9,1,142,0.6484,0.9233,15.9,4,4.56,173
960,transaction-anomaly-detection,Human,Human,Python,refactor,5,132,145,3,75,0.176,0.3246,120.55,0,3.46,-13
961,antifraud-ensemble,AI,GitHub Copilot,Jupyter Notebook,bug_fix,4,102,57,4,135,0.5214,0.8319,7.34,6,0.3,45
962,autoencoder-fraud,Human,Human,Python,bug_fix,9,513,124,6,74,0.5507,0.7412,12.25,0,-5.7,389
963,transaction-anomaly-detection,AI,Devin,R,feature_engineering,5,225,119,4,121,0.7005,0.4703,5.3,0,0.45,106
964,fraud-detector-nn,AI,OpenAI Codex,Jupyter Notebook,hyperparameter_tuning,1,196,51,3,137,0.4862,0.8669,16.7,1,-4.86,145
965,antifraud-ensemble,AI,Devin,Shell,data_pipeline,1,533,24,7,151,0.7009,0.7946,12.82,3,6.53,509
966,deepfraud-pytorch,AI,OpenAI Codex,Python,model_architecture,4,47,42,1,125,0.5917,0.4848,9.9,3,3.6,5
967,xgboost-fraud-pipeline,Human,Human,SQL,refactor,4,257,84,6,68,0.4014,0.5879,96.25,3,11.1,173
968,xgboost-fraud-pipeline,AI,Devin,Python,refactor,1,102,19,1,139,0.5462,0.6443,6.49,2,3.35,83
969,xgboost-fraud-pipeline,Human,Human,Python,model_architecture,6,439,53,8,92,0.498,0.42,11.18,3,-5.12,386
970,credit-card-fraud-ml,AI,Claude Code,Python,model_architecture,2,85,5,4,133,0.7405,0.6612,5.39,6,-0.5,80
971,credit-card-fraud-ml,Human,Human,R,bug_fix,3,32,191,6,72,0.4491,0.4512,41.8,2,8.13,-159
972,antifraud-ensemble,Human,Human,R,data_pipeline,3,169,944,5,73,0.3404,0.2286,22.47,2,0.99,-775
973,antifraud-ensemble,Human,Human,Python,feature_engineering,8,52,126,9,74,0.6392,0.4836,34.81,1,-1.97,-74
974,antifraud-ensemble,AI,Devin,Python,model_architecture,3,6,16,5,141,0.2817,0.3353,25.18,5,-0.03,-10
975,fraud-detector-nn,AI,GitHub Copilot,SQL,hyperparameter_tuning,2,51,65,6,115,0.4847,0.9602,17.93,1,2.79,-14
976,antifraud-ensemble,AI,Devin,Python,hyperparameter_tuning,3,79,97,4,136,0.8536,0.4786,6.41,2,2.58,-18
977,fraud-detector-nn,Human,Human,R,feature_engineering,5,679,13,3,102,0.1323,0.2755,6.65,2,-0.9,666
978,antifraud-ensemble,AI,GitHub Copilot,Python,test_suite,1,20,15,4,155,0.5698,0.8681,4.19,5,6.3,5
979,xgboost-fraud-pipeline,AI,Claude Code,Python,hyperparameter_tuning,1,8,13,2,128,0.6695,0.6261,3.86,5,6.17,-5
980,fraud-detector-nn,Human,Human,Python,feature_engineering,2,138,22,4,68,0.1095,0.6994,39.65,1,4.08,116
981,fraud-detector-nn,AI,OpenAI Codex,YAML,test_suite,1,268,80,2,123,0.4597,0.8858,5.94,1,-1.29,188
982,transaction-anomaly-detection,Human,Human,R,test_suite,7,33,15,6,68,0.4825,0.3192,15.89,0,-4.29,18
983,transaction-anomaly-detection,AI,GitHub Copilot,Python,hyperparameter_tuning,2,138,5,3,123,0.9361,0.5714,6.74,3,-1.81,133
984,antifraud-ensemble,AI,GitHub Copilot,Jupyter Notebook,data_pipeline,2,151,12,4,127,0.3764,0.604,11.94,4,-1.03,139
985,antifraud-ensemble,Human,Human,Shell,feature_engineering,5,330,67,3,65,0.3315,0.7812,59.98,0,11.54,263
986,fraud-detector-nn,AI,Claude Code,SQL,feature_engineering,2,179,26,1,146,0.5456,0.7245,3.34,1,-0.37,153
987,autoencoder-fraud,Human,Human,Python,data_pipeline,3,364,122,9,71,0.2398,0.3547,17.94,0,4.44,242
988,fraud-detector-nn,AI,OpenAI Codex,SQL,documentation,3,88,38,3,145,0.637,0.6528,19.91,4,3.77,50
989,transaction-anomaly-detection,AI,Devin,Python,model_architecture,4,60,50,3,124,0.7922,0.3646,21.95,0,-2.1,10
990,deepfraud-pytorch,Human,Human,Jupyter Notebook,documentation,8,485,151,4,72,0.3079,0.4078,90.18,0,1.28,334
991,credit-card-fraud-ml,Human,Human,Jupyter Notebook,refactor,10,93,89,4,81,0.3598,0.6138,14.1,0,-9.35,4
992,autoencoder-fraud,Human,Human,YAML,documentation,5,98,150,6,68,0.3603,0.6778,20.22,2,7.79,-52
993,credit-card-fraud-ml,AI,Devin,Python,data_pipeline,1,234,5,5,140,0.7676,0.814,16.19,4,9.82,229
994,autoencoder-fraud,Human,Human,Jupyter Notebook,test_suite,7,28,34,4,68,0.3634,0.593,10.52,1,2.63,-6
995,deepfraud-pytorch,AI,OpenAI Codex,Jupyter Notebook,documentation,1,65,19,2,139,0.8533,0.6016,15.3,2,0.26,46
996,deepfraud-pytorch,AI,GitHub Copilot,Python,model_architecture,1,66,7,5,134,0.5396,0.9265,25.32,2,-0.47,59
997,credit-card-fraud-ml,Human,Human,Python,data_pipeline,4,46,162,5,70,0.553,0.5738,25.08,3,-4.26,-116
998,transaction-anomaly-detection,AI,GitHub Copilot,Python,documentation,4,69,33,1,154,0.4705,0.723,28.03,3,2.95,36
999,autoencoder-fraud,Human,Human,R,test_suite,5,46,19,7,88,0.3352,0.2004,28.69,1,3.41,27
1000,autoencoder-fraud,AI,OpenAI Codex,R,documentation,1,66,93,10,155,0.5684,0.8572,13.52,1,1.57,-27
1001,credit-card-fraud-ml,AI,Devin,Python,feature_engineering,1,73,28,3,139,0.9332,0.9205,8.07,2,-1.85,45
1002,deepfraud-pytorch,AI,Claude Code,YAML,documentation,1,46,19,3,121,0.6942,0.4173,23.47,5,6.31,27
1003,credit-card-fraud-ml,Human,Human,YAML,documentation,6,693,39,8,73,0.4306,0.4072,14.9,3,-2.6,654
1004,credit-card-fraud-ml,Human,Human,Shell,refactor,3,290,199,9,86,0.5728,0.2772,10.21,3,4.44,91
1005,deepfraud-pytorch,Human,Human,Python,feature_engineering,7,489,512,7,77,0.6392,0.6903,24.91,0,0.17,-23
1006,transaction-anomaly-detection,Human,Human,Jupyter Notebook,feature_engineering,5,177,285,5,85,0.2525,0.4818,200.0,2,-1.1,-108
1007,credit-card-fraud-ml,Human,Human,Python,documentation,3,307,25,5,79,0.4711,0.2237,11.44,0,1.04,282
1008,antifraud-ensemble,Human,Human,Jupyter Notebook,hyperparameter_tuning,4,28,128,1,68,0.296,0.3201,57.12,2,-5.34,-100
1009,antifraud-ensemble,AI,Devin,SQL,model_architecture,1,20,3,5,134,0.6082,0.9514,31.61,3,7.41,17
1010,credit-card-fraud-ml,AI,Claude Code,Python,hyperparameter_tuning,6,450,101,3,134,0.8161,0.7192,11.67,4,3.06,349
1011,deepfraud-pytorch,AI,Devin,Jupyter Notebook,bug_fix,1,63,16,5,149,0.6246,0.7069,10.99,3,1.52,47
1012,antifraud-ensemble,Human,Human,Python,model_architecture,7,4711,352,3,91,0.7189,0.2864,4.46,1,8.14,4359
1013,autoencoder-fraud,Human,Human,Python,model_architecture,6,121,37,5,76,0.5157,0.4335,10.58,0,-3.11,84
1014,credit-card-fraud-ml,AI,GitHub Copilot,Python,model_architecture,3,60,36,3,135,0.4894,0.6124,5.64,3,4.48,24
1015,deepfraud-pytorch,Human,Human,Python,refactor,1,328,23,7,73,0.4343,0.6681,30.03,0,11.36,305
1016,antifraud-ensemble,Human,Human,SQL,feature_engineering,4,27,158,5,78,0.1962,0.2976,33.87,0,8.75,-131
1017,transaction-anomaly-detection,AI,Devin,Jupyter Notebook,model_architecture,2,70,42,3,125,0.8392,0.5182,8.03,2,4.66,28
1018,deepfraud-pytorch,Human,Human,Python,data_pipeline,2,2561,509,4,83,0.3557,0.2632,10.65,2,4.0,2052
1019,antifraud-ensemble,Human,Human,Python,hyperparameter_tuning,3,358,38,5,88,0.6824,0.4161,82.09,0,1.73,320
1020,fraud-detector-nn,AI,GitHub Copilot,SQL,hyperparameter_tuning,1,26,54,2,142,0.8418,0.4537,19.86,4,1.34,-28
1021,autoencoder-fraud,Human,Human,Jupyter Notebook,bug_fix,10,79,473,8,71,0.2146,0.6161,34.82,1,1.65,-394
1022,xgboost-fraud-pipeline,AI,Devin,Python,hyperparameter_tuning,3,74,7,2,128,0.8278,0.9201,6.12,2,3.41,67
1023,fraud-detector-nn,Human,Human,Jupyter Notebook,refactor,5,287,81,11,84,0.4848,0.5764,92.13,1,5.82,206
1024,deepfraud-pytorch,Human,Human,Python,documentation,3,222,27,6,76,0.1728,0.4255,14.53,3,-4.94,195
1025,antifraud-ensemble,Human,Human,Shell,model_architecture,6,694,220,5,91,0.2937,0.2037,54.29,3,-3.01,474
1026,transaction-anomaly-detection,AI,Claude Code,Python,data_pipeline,1,366,30,1,140,0.8029,0.5525,16.18,3,0.53,336
1027,deepfraud-pytorch,Human,Human,Python,feature_engineering,3,42,23,7,78,0.5631,0.2035,53.13,0,-0.95,19
1028,deepfraud-pytorch,Human,Human,Jupyter Notebook,bug_fix,6,670,129,7,69,0.1582,0.4707,21.47,1,0.86,541
1029,autoencoder-fraud,AI,OpenAI Codex,YAML,data_pipeline,3,50,26,2,122,0.5476,0.7776,11.0,1,-6.28,24
1030,transaction-anomaly-detection,Human,Human,Python,documentation,4,511,72,9,76,0.5069,0.326,34.55,1,3.58,439
1031,xgboost-fraud-pipeline,AI,GitHub Copilot,Python,data_pipeline,2,22,59,1,128,0.9136,0.739,35.87,1,5.22,-37
1032,credit-card-fraud-ml,Human,Human,Python,model_architecture,6,148,505,6,74,0.2376,0.5036,17.42,0,2.17,-357
1033,credit-card-fraud-ml,AI,Devin,YAML,hyperparameter_tuning,2,27,14,1,137,0.5852,0.723,14.11,2,1.39,13
1034,transaction-anomaly-detection,AI,GitHub Copilot,Python,hyperparameter_tuning,2,53,9,3,106,0.8172,0.8906,9.0,4,-2.88,44
1035,transaction-anomaly-detection,AI,GitHub Copilot,Python,documentation,2,1,21,3,140,0.7552,0.7814,4.49,3,-0.74,-20
1036,antifraud-ensemble,Human,Human,Python,data_pipeline,5,1102,84,5,82,0.2565,0.16,14.34,1,-1.18,1018
1037,transaction-anomaly-detection,AI,OpenAI Codex,R,model_architecture,1,9,19,2,128,0.4871,0.7997,22.18,3,3.64,-10
1038,xgboost-fraud-pipeline,Human,Human,Python,data_pipeline,7,95,7,5,90,0.1564,0.1977,21.49,1,3.82,88
1039,fraud-detector-nn,AI,GitHub Copilot,Jupyter Notebook,hyperparameter_tuning,1,160,68,1,152,0.8731,0.6024,6.15,4,7.01,92
1040,fraud-detector-nn,AI,OpenAI Codex,YAML,documentation,1,80,19,3,130,0.7573,0.7292,16.25,4,3.35,61
1041,credit-card-fraud-ml,AI,Claude Code,Jupyter Notebook,model_architecture,2,67,441,3,143,0.6627,0.6447,4.06,2,-3.94,-374
1042,fraud-detector-nn,Human,Human,Jupyter Notebook,documentation,5,169,23,8,83,0.3645,0.4925,26.37,2,-1.53,146
1043,fraud-detector-nn,AI,OpenAI Codex,SQL,hyperparameter_tuning,3,21,26,3,130,0.4114,0.5672,4.55,6,-1.94,-5
1044,xgboost-fraud-pipeline,Human,Human,Python,feature_engineering,7,894,11,5,76,0.2221,0.072,80.57,2,-0.93,883
1045,antifraud-ensemble,Human,Human,Python,model_architecture,5,413,559,7,86,0.5044,0.7169,101.71,3,-6.25,-146
1046,credit-card-fraud-ml,Human,Human,Python,model_architecture,4,399,32,4,72,0.3976,0.4505,4.8,4,2.31,367
1047,antifraud-ensemble,AI,Devin,YAML,feature_engineering,2,151,19,2,143,0.6258,0.7133,2.48,2,4.38,132
1048,deepfraud-pytorch,AI,GitHub Copilot,Jupyter Notebook,model_architecture,3,105,8,2,126,0.6464,0.832,15.93,4,2.99,97
1049,xgboost-fraud-pipeline,Human,Human,Jupyter Notebook,feature_engineering,4,343,15,5,70,0.391,0.2379,15.53,2,0.05,328
1050,fraud-detector-nn,AI,GitHub Copilot,Shell,hyperparameter_tuning,5,77,26,1,124,0.5253,0.8872,25.11,4,4.44,51
1051,fraud-detector-nn,Human,Human,Jupyter Notebook,refactor,4,136,381,12,75,0.4794,0.0572,187.06,1,-8.12,-245
1052,antifraud-ensemble,AI,Claude Code,Python,hyperparameter_tuning,2,100,26,1,152,0.8637,0.7559,7.99,3,2.32,74
1053,deepfraud-pytorch,Human,Human,Python,bug_fix,3,39,243,7,70,0.5522,0.3293,141.96,0,1.53,-204
1054,autoencoder-fraud,Human,Human,Python,hyperparameter_tuning,4,182,71,4,90,0.3847,0.3354,5.8,3,7.83,111
1055,xgboost-fraud-pipeline,Human,Human,Jupyter Notebook,bug_fix,8,3463,111,7,75,0.3997,0.4439,43.75,0,3.63,3352
1056,fraud-detector-nn,AI,OpenAI Codex,Python,feature_engineering,3,81,21,3,128,0.8088,0.9325,7.25,1,1.9,60
1057,transaction-anomaly-detection,Human,Human,Jupyter Notebook,hyperparameter_tuning,6,146,7,4,78,0.3546,0.5748,44.76,2,-8.62,139
1058,antifraud-ensemble,AI,OpenAI Codex,SQL,data_pipeline,2,9,102,4,143,0.8003,0.7709,7.55,1,7.93,-93
1059,credit-card-fraud-ml,AI,Claude Code,Python,model_architecture,1,62,64,1,116,0.9379,0.5159,11.01,2,2.23,-2
1060,deepfraud-pytorch,Human,Human,Python,data_pipeline,6,224,96,12,78,0.3833,0.7153,44.66,2,-8.42,128
1061,xgboost-fraud-pipeline,Human,Human,Jupyter Notebook,data_pipeline,4,95,10,9,80,0.2887,0.3587,13.99,2,1.87,85
